Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Fungus_89_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0036934441366574203)	(35.0, 0.008618036318867314)	(36.0, 0.4715297014465947)	(37.0, 0.5811018775007679)	(38.0, 0.08248691905201569)	(39.0, 0.008618036318867314)	(40.0, 0.02831640504770688)	(41.0, 0.3237919359802999)	(42.0, 0.5318559556786675)	(43.0, 0.6882117574638361)	(44.0, 1.276700523237907)	(45.0, 1.1375807940904854)	(46.0, 1.9082794706062927)	(47.0, 5.477377654662741)	(48.0, 4.909818405663179)	(49.0, 1.8541089566019842)	(50.0, 4.357032933210244)	(51.0, 3.6577408433365566)	(52.0, 4.227762388427264)	(53.0, 4.8741151123421655)	(54.0, 8.487534626038485)	(55.0, 5.90951061865156)	(56.0, 5.206525084641258)	(57.0, 11.123422591567527)	(58.0, 10.757771622038277)	(59.0, 5.978454909202483)	(60.0, 6.138504155124268)	(61.0, 3.4792243767314277)	(62.0, 1.4367497691597195)	(63.0, 3.634349030471057)	(64.0, 0.4666051092643848)	(65.0, 0.5183133271775899)	(66.0, 0.44813788858109793)	(67.0, 0.006155740227762367)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_89_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0012724912834346928)	(30.0, 0.006362456417173464)	(31.0, 0.010179930267477542)	(32.0, 0.017814877968085698)	(33.0, 0.058534599037995905)	(34.0, 0.6693304150866507)	(35.0, 0.19469116636550834)	(36.0, 0.6107958160486532)	(37.0, 0.1717863232636837)	(38.0, 0.007634947700608156)	(39.0, 0.013997404117781621)	(40.0, 0.05089965133738773)	(41.0, 0.6667854325197813)	(42.0, 0.5993433944977407)	(43.0, 0.8780189855699463)	(44.0, 1.5778891914589959)	(45.0, 0.7456798920927344)	(46.0, 0.4631868271702257)	(47.0, 0.8347542819331656)	(48.0, 5.791107830911036)	(49.0, 4.489349247957641)	(50.0, 1.538441961672523)	(51.0, 4.4931667218079445)	(52.0, 2.6518718346779346)	(53.0, 3.627872649072455)	(54.0, 4.021072455653781)	(55.0, 2.2217697808769596)	(56.0, 1.9367317333875589)	(57.0, 6.735296363219363)	(58.0, 10.215560023414092)	(59.0, 3.761484233833113)	(60.0, 4.732395083093612)	(61.0, 4.547883846995624)	(62.0, 2.9101875652152063)	(63.0, 5.0657877993534255)	(64.0, 8.417529839920054)	(65.0, 12.780902450819601)	(66.0, 2.0245336319445593)	(67.0, 0.27485811722189385)	(68.0, 0.10307179395821)	(69.0, 0.040719721069910175)	(70.0, 0.017814877968085698)	(71.0, 0.008907438984042849)	(72.0, 0.007634947700608156)	(73.0, 0.003817473850304078)	(74.0, 0.0012724912834346928)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_93_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.001268166484896172)	(30.0, 0.001268166484896172)	(31.0, 0.0)	(32.0, 0.002536332969792344)	(33.0, 0.11033048418596685)	(34.0, 0.10652598473127833)	(35.0, 0.010145331879169377)	(36.0, 0.012681664848961723)	(37.0, 0.03043599563750812)	(38.0, 0.33986861795217344)	(39.0, 0.6163289116595406)	(40.0, 2.2142186826287023)	(41.0, 1.3937149669008804)	(42.0, 3.260456032668163)	(43.0, 6.532325563699761)	(44.0, 2.557891800035604)	(45.0, 2.160955690263057)	(46.0, 3.5508661577094194)	(47.0, 3.2946965277603644)	(48.0, 5.497501712024719)	(49.0, 6.018718137316927)	(50.0, 7.805564714535238)	(51.0, 9.288051335379537)	(52.0, 4.457605194410094)	(53.0, 7.734547391381058)	(54.0, 7.02564232632426)	(55.0, 3.066426560479027)	(56.0, 3.6890963045631184)	(57.0, 3.727141299110008)	(58.0, 5.128465264920017)	(59.0, 7.147386308874264)	(60.0, 2.4640474801532766)	(61.0, 0.402008775712085)	(62.0, 0.14330281279326743)	(63.0, 0.048190326426054565)	(64.0, 0.03931316103178134)	(65.0, 0.021558830243234923)	(66.0, 0.03804499454688516)	(67.0, 0.053262992365639264)	(68.0, 0.007608998909377033)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_93_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0012699864111454392)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.008889904878018074)	(32.0, 0.11556876341423483)	(33.0, 0.1181087362365257)	(34.0, 0.01650982334489071)	(35.0, 0.14223847804828915)	(36.0, 0.6222933414612662)	(37.0, 0.4889447682909913)	(38.0, 0.3416263445981224)	(39.0, 0.3225765484309411)	(40.0, 3.131786489884743)	(41.0, 1.7132116686351666)	(42.0, 3.926797983261869)	(43.0, 6.009575697539916)	(44.0, 3.101306816017249)	(45.0, 1.468104291284111)	(46.0, 2.85365946584386)	(47.0, 1.8998996710735356)	(48.0, 1.911329548773844)	(49.0, 2.686021259572643)	(50.0, 2.4409138822215457)	(51.0, 6.981115302065956)	(52.0, 5.609529978029194)	(53.0, 2.7431706480741944)	(54.0, 6.056565194752286)	(55.0, 4.90341753343249)	(56.0, 5.177734598239843)	(57.0, 7.8066064693103066)	(58.0, 8.030124077672006)	(59.0, 8.004724349449086)	(60.0, 2.1996164641038845)	(61.0, 2.7266608247293016)	(62.0, 4.597350808346508)	(63.0, 0.6400731512173029)	(64.0, 0.533394292681083)	(65.0, 0.47751489059068253)	(66.0, 0.09524898083590787)	(67.0, 0.0419095515677995)	(68.0, 0.0419095515677995)	(69.0, 0.0025399728222908783)	(70.0, 0.005079945644581757)	(71.0, 0.003809959233436318)	(72.0, 0.0012699864111454392)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_95_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0012764219340345565)	(31.0, 0.002552843868069113)	(32.0, 0.006382109670172782)	(33.0, 0.005105687736138226)	(34.0, 0.016593485142449238)	(35.0, 0.04212192382314038)	(36.0, 0.18508118043501096)	(37.0, 3.483355457980433)	(38.0, 3.1387215357910643)	(39.0, 0.10466659859083355)	(40.0, 0.22847952619218623)	(41.0, 0.3203819054426733)	(42.0, 0.684162156642525)	(43.0, 5.054630858776765)	(44.0, 35.44751353006967)	(45.0, 10.844480751558246)	(46.0, 4.509598692944133)	(47.0, 1.4946900847544478)	(48.0, 3.184672725416313)	(49.0, 3.6378025119986326)	(50.0, 2.0422750944552552)	(51.0, 1.3159910139896198)	(52.0, 0.8922189318901639)	(53.0, 2.568160931277552)	(54.0, 1.7512508934953792)	(55.0, 0.5156744613499589)	(56.0, 4.976769120800674)	(57.0, 6.130654549167651)	(58.0, 0.8207393035842265)	(59.0, 1.2164301031349303)	(60.0, 3.2995506994794366)	(61.0, 1.9337792300623102)	(62.0, 0.03318697028489847)	(63.0, 0.04722761155927861)	(64.0, 0.012764219340345568)	(65.0, 0.002552843868069113)	(66.0, 0.029357704482794796)	(67.0, 0.005105687736138226)	(68.0, 0.014040641274380126)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_95_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0013298049176187026)	(29.0, 0.003989414752856108)	(30.0, 0.00531921967047481)	(31.0, 0.014627854093805733)	(32.0, 0.05452200162236684)	(33.0, 0.06649024588093518)	(34.0, 0.06649024588093518)	(35.0, 0.36170693759228634)	(36.0, 3.88834957911725)	(37.0, 0.602401627681272)	(38.0, 0.28723786220564)	(39.0, 2.1356666976956005)	(40.0, 29.505711512114775)	(41.0, 4.2846314445676)	(42.0, 5.658319924467407)	(43.0, 11.004135693295309)	(44.0, 5.137036396760995)	(45.0, 2.61173685820315)	(46.0, 0.920225002992151)	(47.0, 0.23670527533612967)	(48.0, 1.3125174536896547)	(49.0, 3.593132887405864)	(50.0, 1.500019947073881)	(51.0, 0.5212835277065289)	(52.0, 0.7380417292783835)	(53.0, 0.7526695833721897)	(54.0, 1.300549209431087)	(55.0, 0.5611776752350911)	(56.0, 0.8085213899121767)	(57.0, 4.795276532933065)	(58.0, 7.268713679703291)	(59.0, 5.214165081982862)	(60.0, 2.652960810649335)	(61.0, 0.8962885144750138)	(62.0, 0.14893815077329464)	(63.0, 0.1090440032447335)	(64.0, 0.8258088538412204)	(65.0, 0.10106517373902131)	(66.0, 0.04787297703427331)	(67.0, 0.00531921967047481)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_99_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.001237761631864906)	(29.0, 0.0)	(30.0, 0.04332165711527172)	(31.0, 0.2388879949499275)	(32.0, 0.014853139582378874)	(33.0, 0.0)	(34.0, 0.006188808159324531)	(35.0, 0.024755232637298112)	(36.0, 0.3478110185540377)	(37.0, 0.05817479669765062)	(38.0, 0.007426569791189435)	(39.0, 0.012377616318649061)	(40.0, 0.024755232637298112)	(41.0, 0.10273421544478709)	(42.0, 0.3676152046638759)	(43.0, 0.9072792761569857)	(44.0, 6.405416444900469)	(45.0, 17.162802787439777)	(46.0, 12.089217858425885)	(47.0, 6.88195467316835)	(48.0, 1.5298733769850017)	(49.0, 0.5706081122897216)	(50.0, 1.1214120384696058)	(51.0, 1.5793838422595952)	(52.0, 1.4271391615402205)	(53.0, 1.948236808555324)	(54.0, 2.7094602121523277)	(55.0, 0.7377059325914888)	(56.0, 1.792278842940347)	(57.0, 4.288844054411961)	(58.0, 1.460558725600571)	(59.0, 3.1265858820908488)	(60.0, 6.019234815758706)	(61.0, 16.74072607097423)	(62.0, 1.8962508200169932)	(63.0, 0.2265103786312784)	(64.0, 1.0285799160797433)	(65.0, 0.2822096520651986)	(66.0, 0.035895087324082274)	(67.0, 0.05074822690646117)	(68.0, 0.17328662846108706)	(69.0, 1.3268804693591687)	(70.0, 4.859452166701553)	(71.0, 0.36637744303201103)	(72.0, 0.002475523263729812)	(73.0, 0.0)	(74.0, 0.001237761631864906)	(75.0, 0.001237761631864906)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_99_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0010793424645705542)	(17.0, 0.0010793424645705542)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0010793424645705542)	(21.0, 0.0032380273937116628)	(22.0, 0.023745534220552183)	(23.0, 0.20075769841012364)	(24.0, 0.020507506826840525)	(25.0, 0.0021586849291411084)	(26.0, 0.0010793424645705542)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0010793424645705542)	(30.0, 0.0010793424645705542)	(31.0, 0.0032380273937116628)	(32.0, 0.009714082181134988)	(33.0, 0.020507506826840525)	(34.0, 0.2439313969929453)	(35.0, 0.5234810953167195)	(36.0, 0.38208723245797427)	(37.0, 0.2881844380403374)	(38.0, 0.05936383555138049)	(39.0, 0.2806290407883436)	(40.0, 0.3443102461980054)	(41.0, 0.670271670498319)	(42.0, 10.197627605263616)	(43.0, 15.790780256667322)	(44.0, 5.942859609925025)	(45.0, 4.471715830715694)	(46.0, 0.9519800537512313)	(47.0, 0.7156040540102836)	(48.0, 0.701572601970866)	(49.0, 0.7156040540102836)	(50.0, 0.7533810402702541)	(51.0, 0.3378341914105822)	(52.0, 0.8882988483415722)	(53.0, 1.1667692042007594)	(54.0, 3.3589137497437047)	(55.0, 1.9622446005892642)	(56.0, 0.8364904100421886)	(57.0, 1.6492352858637698)	(58.0, 6.767477252856834)	(59.0, 7.95151593649127)	(60.0, 15.526341352847775)	(61.0, 13.502574231779827)	(62.0, 0.7771265744908069)	(63.0, 0.18564690390613575)	(64.0, 0.9487420263575198)	(65.0, 0.7317941909788424)	(66.0, 0.06476054787423324)	(67.0, 0.006476054787423324)	(68.0, 0.0021586849291411084)	(69.0, 0.0010793424645705542)	(70.0, 0.0010793424645705542)	(71.0, 0.0032380273937116628)	(72.0, 0.0032380273937116628)	(73.0, 0.0010793424645705542)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0010793424645705542)	(80.0, 0.0010793424645705542)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_B_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.001740008004036701)	(32.0, 0.0043500200100917525)	(33.0, 0.008700040020183507)	(34.0, 0.027840128064587223)	(35.0, 0.9439543421899023)	(36.0, 0.8882740860607311)	(37.0, 0.0861303961998166)	(38.0, 0.13572062431486293)	(39.0, 0.5028623131666095)	(40.0, 0.7395034017156016)	(41.0, 1.275425866958875)	(42.0, 2.0497294287552847)	(43.0, 5.568025612917059)	(44.0, 2.907553374745395)	(45.0, 3.1920446834053315)	(46.0, 6.525900019139698)	(47.0, 4.828522211201477)	(48.0, 8.011866854587717)	(49.0, 10.80022968105765)	(50.0, 9.854535330863422)	(51.0, 10.5635885925087)	(52.0, 9.516973778080148)	(53.0, 3.490456056097558)	(54.0, 3.121574359241861)	(55.0, 2.2350402811852144)	(56.0, 1.733047972020569)	(57.0, 1.9818691165978457)	(58.0, 3.6470567764608255)	(59.0, 3.3843155678513432)	(60.0, 1.090115014528977)	(61.0, 0.42195194097890065)	(62.0, 0.1244105722886243)	(63.0, 0.036540168084770744)	(64.0, 0.10875050025229388)	(65.0, 0.13833063632091802)	(66.0, 0.04785022011100929)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.002610012006055052)	(71.0, 0.002610012006055052)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_B_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0008249327679793835)	(25.0, 0.0008249327679793835)	(26.0, 0.0)	(27.0, 0.0008249327679793835)	(28.0, 0.001649865535958767)	(29.0, 0.01237399151969075)	(30.0, 0.016498655359587663)	(31.0, 0.0008249327679793835)	(32.0, 0.017323588127567045)	(33.0, 0.10064179769348483)	(34.0, 0.028047714111299044)	(35.0, 0.09899193215752602)	(36.0, 1.0806619260529742)	(37.0, 0.7589381465410329)	(38.0, 2.0540825922687254)	(39.0, 1.5063272343303524)	(40.0, 0.6508719539357398)	(41.0, 0.7713121380607229)	(42.0, 2.2025704905050314)	(43.0, 3.992674597019999)	(44.0, 4.3968916533298055)	(45.0, 2.37828117008466)	(46.0, 1.7315338799887496)	(47.0, 7.409546121991426)	(48.0, 7.181039745261033)	(49.0, 3.218887660655514)	(50.0, 5.565821385556665)	(51.0, 8.403590107407034)	(52.0, 5.437131873751823)	(53.0, 6.243091188068047)	(54.0, 7.237135173483657)	(55.0, 9.509000016499911)	(56.0, 2.828694461401354)	(57.0, 4.08424213426569)	(58.0, 1.220075563841482)	(59.0, 1.327316823678806)	(60.0, 1.3570144033260672)	(61.0, 0.5502301562422536)	(62.0, 1.5129266964741883)	(63.0, 0.7754368019006196)	(64.0, 0.9552721453201151)	(65.0, 0.4438138291729101)	(66.0, 1.0146673046146273)	(67.0, 1.1037600435563957)	(68.0, 0.4710366105162306)	(69.0, 0.09404233554964969)	(70.0, 0.14601309993235123)	(71.0, 0.06599462143835061)	(72.0, 0.01237399151969075)	(73.0, 0.013198924287670133)	(74.0, 0.014848789823628899)	(75.0, 0.0008249327679793835)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
